FUNCTION_ID,FUNCTION_NAME,FUNCTION_TYPE,GO_ID,GO_TYPE,UMLS_ID,UMLS_TYPE,PATHWAY_TYPE,REACTOME,PUBCHEM_PATHWAY_ID,PATHBANK,PANTHER,BIOCYC,WIKIPATHWAYS,SMPDB,PATHWAY_INTERACTION_DATABASE,KEGG,PLANT_REACTOME,PLANTCYC,PATHWAY_COMMON,PANTHER_PATHWAY,CHEMFONT,PHARMGKB,LIPID_MAPS,BIOCARTA,NETPATH
211,alkane 1-monooxygenase activity,molecular_function,GO:0018685,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
212,alkyl substitution,molecular_function,,Unknown,C0598140,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
213,alkylating activity [moa],molecular_function,,Unknown,C2756975,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
214,alkylation,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
215,alkylglycerophosphoethanolamine phosphodiesterase activity,molecular_function,GO:0047391,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
216,allene oxide synthase activity,molecular_function,GO:0009978,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
217,allergic inflammation,biological_process,,Unknown,C0021375,biological_process,Unknown,,,,,,,,,,,,,,,,,,
218,allergic reaction,biological_process,,Unknown,C1527304,biological_process,Unknown,,,,,,,,,,,,,,,,,,
219,allograft rejection,biological_process,,Unknown,,Unknown,biological_process,,39706,,,,WP2328,,,,,,,,,,,,
220,allosteric agonism,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
221,allosteric antagonist,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
222,allosteric inhibition,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
223,allosteric modulation,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
224,allosteric modulator,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
225,allosteric regulation,molecular_function,,Unknown,C0002145,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
226,alpha glucosidase inhibitors [moa],molecular_function,,Unknown,C2756986,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
227,"alpha-1,3-mannosylglycoprotein 2-beta-n-acetylglucosaminyltransferase activity",molecular_function,GO:0003827,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
228,"alpha-1,4-glucosidase activity",molecular_function,GO:0004558,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
229,alpha-2a adrenergic receptor binding,molecular_function,GO:0031694,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
230,alpha-2b adrenergic receptor binding,molecular_function,GO:0031695,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
231,alpha-2c adrenergic receptor binding,molecular_function,GO:0031696,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
232,alpha-amylase activity,molecular_function,GO:0004556,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
233,alpha-galactosidase activity,molecular_function,GO:0004557,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
234,alpha-glucosidase activity,molecular_function,GO:0090599,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
235,alpha-linolenic acid metabolic process,biological_process,GO:0036109,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
236,alpha-mannosidase activity,molecular_function,GO:0004559,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
237,alpha-n-acetylglucosaminidase activity,molecular_function,GO:0004561,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
238,alpha-tubulin acetylation,biological_process,GO:0071929,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
239,alpha1-adrenergic receptor activity,molecular_function,GO:0004937,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
240,alpha2-adrenergic receptor activity,molecular_function,GO:0004938,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
241,alternation,biological_process,,Unknown,C0919661,biological_process,Unknown,,,,,,,,,,,,,,,,,,
242,alternative splicing,molecular_function,,Unknown,C0002345,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
243,alveolar ventilation function,biological_process,GO:0045333| GO:0009060,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
244,alzheimer disease,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa05010,,,,,,,,,
245,amidase activity,molecular_function,GO:0004040,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
246,amide binding,molecular_function,GO:0033218,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
247,amine binding,molecular_function,GO:0043176,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
248,amine biosynthetic process,biological_process,GO:0009309,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
249,amino acid binding,molecular_function,GO:0016597,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
250,amino acid biosynthetic process,biological_process,GO:0008652,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
251,amino acid export across plasma membrane,biological_process,GO:0032973,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
252,amino acid import,biological_process,GO:0043090,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
253,amino acid metabolic process,biological_process,GO:0006520,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
254,amino acid substitution,molecular_function,,Unknown,C0525038,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
255,amino acid transport,biological_process,GO:0006865,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
256,amino acids,biological_process,,Unknown,,Unknown,biological_process,,40719,,,,,,Amino Acids,,,,Pathway_4e1c1888bb4e0a41f6833510ad2ae1df,,,,,,
257,aminoacylation,molecular_function,,Unknown,C1450029,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
258,aminocarboxymuconate-semialdehyde decarboxylase activity,molecular_function,GO:0001760,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
259,aminoglycosides,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0202923,,,,
260,aminomethyltransferase activity,molecular_function,GO:0004047,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
261,aminopeptidase activity,molecular_function,GO:0004177,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
262,aminopeptidase n activity,molecular_function,GO:0004179,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
263,ammonia oxidation,biological_process,GO:0019329,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
264,amp binding,molecular_function,GO:0016208,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
265,amp biosynthetic process,biological_process,GO:0006167,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
266,amp deaminase activity,molecular_function,GO:0003876,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
267,amp-activated protein kinase activity,molecular_function,GO:0004679,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
268,ampa glutamate receptor activity,molecular_function,GO:0004971,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
269,ampk signaling,biological_process,,Unknown,,Unknown,biological_process,,39457,,,,WP3154,,,,,,,,,,,,
270,ampk signaling pathway,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa04152,,,,,,,,,
271,amylase activity,molecular_function,GO:0016160,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
272,amylase inhibitors [moa],molecular_function,,Unknown,C0597832,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
273,amylase secretion,biological_process,GO:0036394,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
274,amyloid deposition,biological_process,,Unknown,C0011560,biological_process,Unknown,,,,,,,,,,,,,,,,,,
275,amyloid fibril formation,biological_process,GO:1990000,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
276,amyloid precursor protein metabolic process,biological_process,GO:0042982,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
277,amyloid-beta binding,molecular_function,GO:0001540,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
278,amyloid-beta formation,biological_process,GO:0034205,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
279,amyloidogenesis,biological_process,,Unknown,C1706803,biological_process,Unknown,,,,,,,,,,,,,,,,,,
280,amyotrophic lateral sclerosis,biological_process,,Unknown,,Unknown,biological_process,,,,,,WP2447,,,,,,,,,,,,
281,amyotrophic lateral sclerosis (als),biological_process,,Unknown,,Unknown,biological_process,,39538| 39728,,,,WP2447,,,,,,,,,,,,
282,anabolic effect,biological_process,,Unknown,C3179309,biological_process,Unknown,,,,,,,,,,,,,,,,,,
283,anaerobic respiration,biological_process,GO:0009061,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
284,anagen,biological_process,GO:0042640,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
285,analgesia [pe],biological_process,,Unknown,C2825040,biological_process,Unknown,,,,,,,,,,,,,,,,,,
286,analgesic,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,Pathway_6f2253ae80db5a605ae3ea0d3485ff3f,,,,,,
287,anandamide degradation,biological_process,,Unknown,,Unknown,biological_process,,1362017| 23609| 24305| 31940| 32155| 32929| 33224| 34596,,P05728,PWY6666-1,,,,,,,Pathway_e2214ad32360e8522036a640c0107500,,,,,,
288,anaphase,biological_process,GO:0051322,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
289,anaphase-promoting complex binding,molecular_function,GO:0010997,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
290,anaphase-promoting complex-dependent catabolic process,biological_process,GO:0031145,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
291,anaphylactic shock,biological_process,,Unknown,C4316895,biological_process,Unknown,,,,,,,,,,,,,,,,,,
292,anaphylactoid reaction,biological_process,,Unknown,C0340865| C4316895,Unknown,Unknown,,,,,,,,,,,,,,,,,,
293,anaphylaxis,biological_process,,Unknown,C0002792| C4316895,Unknown,Unknown,,,,,,,,,,,,,,,,,,
294,anatomical maturation,biological_process,,Unknown,C1254042,biological_process,Unknown,,,,,,,,,,,,,,,,,,
295,androgen binding,molecular_function,GO:0005497,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
296,androgen biosynthetic process,biological_process,GO:0006702,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
297,androgen receptor agonists [moa],molecular_function,,Unknown,C1373097,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
298,androgen receptor antagonists [moa],molecular_function,,Unknown,C1373082,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
299,androsterone dehydrogenase (b-specific) activity,molecular_function,GO:0047042,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
300,anesthetic effect,biological_process,,Unknown,C3179301,biological_process,Unknown,,,,,,,,,,,,,,,,,,
301,aneuploidy,biological_process,,Unknown,C0002938,biological_process,Unknown,,,,,,,,,,,,,,,,,,
302,aneurysm,biological_process,,Unknown,C0002940,biological_process,Unknown,,,,,,,,,,,,,,,,,,
303,angioedema,biological_process,,Unknown,C0002994,biological_process,Unknown,,,,,,,,,,,,,,,,,,
304,angiogenesis,biological_process,GO:0001525,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
305,angiogenesis effect,biological_process,,Unknown,C3179307,biological_process,Unknown,,,,,,,,,,,,,,,,,,
306,angiotensin 2 receptor antagonists [moa],molecular_function,,Unknown,C2757003,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
307,angiotensin converting enzyme activity,molecular_function,GO:0004246,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
308,angiotensin receptor binding,molecular_function,GO:0031701,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
309,animal organ development,biological_process,GO:0048513,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
310,ank repeat domains,molecular_function,,Unknown,C1956127,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
311,ankle edema (finding),biological_process,,Unknown,C0235439,biological_process,Unknown,,,,,,,,,,,,,,,,,,
312,ankyrin repeat,molecular_function,,Unknown,C0162527,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
313,annealing activity,molecular_function,GO:0140666,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
314,anoikis,biological_process,GO:0043276,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
315,anoxia,biological_process,,Unknown,C0003130,biological_process,Unknown,,,,,,,,,,,,,,,,,,
316,antacid effects,biological_process,,Unknown,C1383090,biological_process,Unknown,,,,,,,,,,,,,,,,,,
317,antagonism,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
318,antagonist,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
319,antagonist muscle action,biological_process,,Unknown,C0231491,biological_process,Unknown,,,,,,,,,,,,,,,,,,
320,anterograde transport,biological_process,,Unknown,C0598952,biological_process,Unknown,,,,,,,,,,,,,,,,,,
321,anthranilate phosphoribosyltransferase activity,molecular_function,GO:0004048,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
322,anti inflamation,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
323,anti-androgen effect,biological_process,,Unknown,C3179299,biological_process,Unknown,,,,,,,,,,,,,,,,,,
324,anti-angiogenesis effect,biological_process,,Unknown,C3179230,biological_process,Unknown,,,,,,,,,,,,,,,,,,
325,anti-anxiety effect,biological_process,,Unknown,C3179404,biological_process,Unknown,,,,,,,,,,,,,,,,,,
326,anti-hiv activity,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
327,antibody affinity,molecular_function,,Unknown,C0003255,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
328,antibody-dependent cellular cytotoxicity,biological_process,GO:0001788,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
329,antibody-dependent enhancement,molecular_function,,Unknown,C0282632,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
330,anticarcinogenic effect,biological_process,,Unknown,C3178744,biological_process,Unknown,,,,,,,,,,,,,,,,,,
331,anticonvulsants,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0202916,,,,
332,antidiabetics,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0202911,,,,
333,antidiuretic effects,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,Pathway_02a040de69f909c0901a1cde447938aa,,,,,,
334,antiemetic effect,biological_process,,Unknown,C1516011,biological_process,Unknown,,,,,,,,,,,,,,,,,,
335,antifungal agents,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0202922,,,,
336,antigen binding,molecular_function,GO:0003823,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
337,antigen processing,biological_process,,Unknown,C0206430,biological_process,Unknown,,,,,,,,,,,,,,,,,,
338,antigen processing and presentation,biological_process,GO:0019882,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
339,antigen-antibody reactions,molecular_function,,Unknown,C0003314,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
340,antimicrobial,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
341,antimicrobial effect,biological_process,,Unknown,C1516022,biological_process,Unknown,,,,,,,,,,,,,,,,,,
342,antimicrobial peptides,biological_process,,Unknown,,Unknown,biological_process,R-DME-6803157| R-HSA-6803157,10517| 12708| 13054| 1350| 15001| 15660| 17228| 17644| 18280| 20118| 21189| 22696| 2700| 312| 3803| 6669| 7555| 7736,,,,,,,,,,,,,,,,
343,antimutagenic effect,biological_process,,Unknown,C3178743,biological_process,Unknown,,,,,,,,,,,,,,,,,,
344,antineoplastic therapy resistant gene mutation,molecular_function,,Unknown,C5708861,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
345,antioxidant activity,molecular_function,GO:0016209,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
346,antioxidant effect,biological_process,,Unknown,C3179302,biological_process,Unknown,,,,,,,,,,,,,,,,,,
347,antiporter activity,molecular_function,GO:0015297,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
348,antipsychotic effect,biological_process,,Unknown,C3179403,biological_process,Unknown,,,,,,,,,,,,,,,,,,
349,antipsychotics,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0202924,,,,
350,antipyretic effect,biological_process,,Unknown,C3178748,biological_process,Unknown,,,,,,,,,,,,,,,,,,
351,antisense,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
352,antisense oligonucleotide,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
353,antispasmodic effect,biological_process,,Unknown,C3179242,biological_process,Unknown,,,,,,,,,,,,,,,,,,
354,antitermination,molecular_function,,Unknown,C0599945,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
355,antitumor activity,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
356,antitumor response,biological_process,,Unknown,C1516031,biological_process,Unknown,,,,,,,,,,,,,,,,,,
357,antiviral activity,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
358,antiviral agents,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0202928,,,,
359,antiviral response,biological_process,GO:0051607| GO:0009615,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
360,anxiolytics,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0202920,,,,
361,aorta constriction,biological_process,,Unknown,C0597891,biological_process,Unknown,,,,,,,,,,,,,,,,,,
362,apolysis,biological_process,GO:0018989,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
363,apoptosis,biological_process,GO:0097194| GO:0012501| GO:0006915,biological_process,,Unknown,biological_process,R-ATH-109581,10204| 11160| 13667| 15217| 15606| 17080| 17442| 1789| 18327| 19459| 21893| 23332| 3416| 3652| 38600| 39041| 39265| 39353| 39742| 40154| 40292| 5915| 7146| 7628| 766,,,,WP1351| WP254,,apoptosis,,,,,,,,,,
364,apoptotic cell clearance,biological_process,GO:0043277,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
365,apoptotic chromosome condensation,biological_process,GO:0030263,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
366,apoptotic dna fragmentation,biological_process,GO:0006309,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
367,apoptotic process,biological_process,GO:0006915,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
368,appetite,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0111230,,,,
369,appetite suppression [pe],biological_process,,Unknown,C2825056,biological_process,Unknown,,,,,,,,,,,,,,,,,,
370,appressorium formation,biological_process,GO:0075016,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
371,arabinosyltransferase activity,molecular_function,GO:0052636,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
372,arachidonate 15-lipoxygenase activity,molecular_function,GO:0050473,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
373,arachidonate 5-lipoxygenase activity,molecular_function,GO:0004051,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
374,arachidonic acid metabolic process,biological_process,GO:0019369,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
375,aralkylamine n-acetyltransferase activity,molecular_function,GO:0004059,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
376,arginase activity,molecular_function,GO:0004053,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
377,arginine binding,molecular_function,GO:0034618,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
378,arginine n-succinyltransferase activity,molecular_function,GO:0008791,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
379,aromatase activity,molecular_function,GO:0070330,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
