FUNCTION_ID,FUNCTION_NAME,FUNCTION_TYPE,GO_ID,GO_TYPE,UMLS_ID,UMLS_TYPE,KEGG_ID
417,auditory reflex,biological_process,,Unknown,C0278220,biological_process,
418,auditory sensory gating,biological_process,,Unknown,C3853011,biological_process,
419,aug codon-amino acid adaptor activity,molecular_function,GO:0033436,molecular_function,,Unknown,
420,autocrine systems,biological_process,,Unknown,C0596138,biological_process,
421,autoimmune reaction,biological_process,,Unknown,C0443146,biological_process,
422,autoimmune state,biological_process,,Unknown,C0004368,biological_process,
423,autolysis,biological_process,GO:0097264| GO:0001896,biological_process,,Unknown,
424,autophagic cell death,biological_process,GO:0048102| GO:0012501,biological_process,,Unknown,
425,autophagosome assembly,biological_process,GO:0000045,biological_process,,Unknown,
426,autophagosome-lysosome fusion,biological_process,GO:0061909,biological_process,,Unknown,
427,autophagy,biological_process,GO:0016236| GO:0006914,biological_process,,Unknown,
428,autophosphorylation,molecular_function,,Unknown,C0813988,molecular_function,
429,autosomal dominant inheritance,molecular_function,,Unknown,C0443147,molecular_function,
430,autosomal recessive inheritance,molecular_function,,Unknown,C0441748,molecular_function,
431,autotrophic growth,biological_process,,Unknown,C1720899,biological_process,
432,auxin-activated signaling pathway,biological_process,GO:0009734,biological_process,,Unknown,
433,auxotrophy,biological_process,,Unknown,C0596144,biological_process,
434,axis elongation,biological_process,GO:0003401,biological_process,,Unknown,
436,axon extension,biological_process,GO:0048675,biological_process,,Unknown,
437,axon guidance,biological_process,GO:0007411,biological_process,,Unknown,
438,axon regeneration,biological_process,GO:0031103,biological_process,,Unknown,
439,axonal transport,biological_process,GO:0098930| GO:0008088,biological_process,,Unknown,
440,axonogenesis,biological_process,GO:0007409,biological_process,,Unknown,
441,b cell activation,biological_process,GO:0042113,biological_process,,Unknown,
442,b cell differentiation,biological_process,GO:0030183,biological_process,,Unknown,
443,b cell proliferation,biological_process,GO:0042100,biological_process,,Unknown,
445,backward locomotion,biological_process,GO:0043057,biological_process,,Unknown,
446,bacterial adhesion,biological_process,,Unknown,C0004614,biological_process,
447,bacterial resistance,biological_process,,Unknown,C0151521,biological_process,
448,bactericidal activity,biological_process,,Unknown,C0544570,biological_process,
449,ballooning degeneration,biological_process,,Unknown,C0333445,biological_process,
450,baresthesia,biological_process,,Unknown,C0234222,biological_process,
451,basal cell carcinoma,biological_process,,Unknown,,Unknown,hsa05217
452,basal metabolic rate,biological_process,,Unknown,C0678121,biological_process,
453,basal transcription factors,biological_process,,Unknown,,Unknown,hsa03022
454,base-excision repair,biological_process,GO:0006284,biological_process,,Unknown,
455,basophil activation,biological_process,GO:0045575,biological_process,,Unknown,
456,basophil degranulation,biological_process,GO:0002561,biological_process,,Unknown,
458,bcr gene rearrangement,molecular_function,,Unknown,C5670771,molecular_function,
459,bcr-abl tyrosine kinase inhibitors [moa],molecular_function,,Unknown,C2267122,molecular_function,
461,bending - changing basic body position,biological_process,,Unknown,C2584296,biological_process,
462,benign prostatic hyperplasia,biological_process,,Unknown,C1704272,biological_process,
463,benzodiazepine receptor binding,molecular_function,GO:0030156,molecular_function,,Unknown,
464,beta lactamase inhibitors [moa],molecular_function,,Unknown,C1373040,molecular_function,
465,beta-1 adrenergic receptor binding,molecular_function,GO:0031697,molecular_function,,Unknown,
466,beta-2 adrenergic receptor binding,molecular_function,GO:0031698,molecular_function,,Unknown,
467,beta-adrenergic receptor activity,molecular_function,GO:0004939,molecular_function,,Unknown,
468,beta-adrenergic receptor kinase activity,molecular_function,GO:0047696,molecular_function,,Unknown,
469,beta-catenin binding,molecular_function,GO:0008013,molecular_function,,Unknown,
471,beta-galactosidase activity,molecular_function,GO:0004565,molecular_function,,Unknown,
472,beta-glucosidase activity,molecular_function,GO:0008422,molecular_function,,Unknown,
473,beta-glucuronidase activity,molecular_function,GO:0004566,molecular_function,,Unknown,
474,beta-hydroxysteroid dehydrogenase,molecular_function,GO:0070524| GO:0033237| GO:0003845,molecular_function,,Unknown,
475,beta-ketoacyl-acyl-carrier-protein synthase iii activity,molecular_function,GO:0033818,molecular_function,,Unknown,
476,beta-lactamase activity,molecular_function,GO:0008800,molecular_function,,Unknown,
477,beta-n-acetylhexosaminidase activity,molecular_function,GO:0004563,molecular_function,,Unknown,
478,beta1-adrenergic receptor activity,molecular_function,GO:0004940,molecular_function,,Unknown,
479,beta2-adrenergic receptor activity,molecular_function,GO:0004941,molecular_function,,Unknown,
480,bile acid and bile salt transport,biological_process,GO:0015721,biological_process,,Unknown,
481,bile acid biosynthetic process,biological_process,GO:0006699,biological_process,,Unknown,
482,bile acid conjugation,biological_process,GO:0002152,biological_process,,Unknown,
483,bile acid secretion,biological_process,GO:0032782,biological_process,,Unknown,
484,bile secretion,biological_process,,Unknown,,Unknown,hsa04976
485,biliary elimination,biological_process,,Unknown,C3850063,biological_process,
486,binding,molecular_function,GO:0005488,molecular_function,,Unknown,
487,"binding, competitive",molecular_function,,Unknown,C0005458,molecular_function,
488,biochemical mechanism,molecular_function,,Unknown,C0678659,molecular_function,
489,biochemical pathway,biological_process|molecular_function,,Unknown,C1704259,molecular_function,
491,biochemical reaction,molecular_function,,Unknown,C1511131,molecular_function,
492,biocompatibility,molecular_function,,Unknown,C0596177,molecular_function,
493,bioenergetics,biological_process,,Unknown,C0005486,biological_process,
494,biofilm formation,biological_process,GO:0042710,biological_process,,Unknown,
495,biologic consumption,biological_process,,Unknown,C1947907,biological_process,
496,biological absorption,biological_process,,Unknown,C2347023,biological_process,
497,biological evolution,molecular_function,,Unknown,C0015219,molecular_function,
498,biological inhibition,biological_process,,Unknown,C0678669,biological_process,
499,biological neural networks,biological_process,,Unknown,C0598941,biological_process,
501,biological process involved in symbiotic interaction,biological_process,GO:0044403,biological_process,,Unknown,
502,biological regulation,biological_process,GO:0065007,biological_process,,Unknown,
503,"biological transport, active",biological_process,,Unknown,C0005529,biological_process,
504,biological_process,biological_process,GO:0008150,biological_process,,Unknown,
505,biomineral tissue development,biological_process,GO:0031214,biological_process,,Unknown,
506,biomineralization,biological_process,,Unknown,C4553888,biological_process,
508,biosynthetic pathways,molecular_function,,Unknown,C1721101,molecular_function,
509,biosynthetic process,biological_process,GO:0009058,biological_process,,Unknown,
510,biotin binding,molecular_function,GO:0009374,molecular_function,,Unknown,
511,biotin biosynthetic process,biological_process,GO:0009102,biological_process,,Unknown,
512,biotin-[acetyl-coa-carboxylase] ligase activity,molecular_function,GO:0004077,molecular_function,,Unknown,
513,biphenyl synthase activity,molecular_function,GO:0033815,molecular_function,,Unknown,
514,bis(5'-adenosyl)-triphosphatase activity,molecular_function,GO:0047710,molecular_function,,Unknown,
515,biting,biological_process,,Unknown,C2584293,biological_process,
516,black spot,biological_process,,Unknown,C0859290,biological_process,
518,bladder function,biological_process,,Unknown,C0232840,biological_process,
519,bleb assembly,biological_process,GO:0032060,biological_process,,Unknown,
520,bleeding tendency,biological_process,,Unknown,C1458140,biological_process,
522,blood - brain barrier function,biological_process,,Unknown,C1305865,biological_process,
523,blood circulation,biological_process,GO:0008015,biological_process,,Unknown,
524,blood clot,biological_process,,Unknown,C0302148,biological_process,
526,blood coagulation,biological_process,GO:0007596,biological_process,,Unknown,
527,blood flow,biological_process,,Unknown,C0232338,biological_process,
528,blood pressure,biological_process,,Unknown,C0005823,biological_process,
529,blood vessel development,biological_process,GO:0001568,biological_process,,Unknown,
530,blood viscosity,biological_process,,Unknown,C0005848,biological_process,
531,bmp signaling pathway,biological_process,GO:0030509,biological_process,,Unknown,
532,body fluid retention,biological_process,,Unknown,C0268000,biological_process,
533,bone development,biological_process,GO:0060348,biological_process,,Unknown,
534,bone erosion,biological_process,,Unknown,C0587240,biological_process,
535,bone growth,biological_process,GO:0098868,biological_process,,Unknown,
536,bone metabolism,biological_process,,Unknown,C0596204,biological_process,
537,bone mineralization,biological_process,GO:0030282,biological_process,,Unknown,
538,bone regeneration,biological_process,GO:1990523,biological_process,,Unknown,
539,bone remodeling,biological_process,GO:0046849,biological_process,,Unknown,
540,bone resorption,biological_process,GO:0045453,biological_process,,Unknown,
541,bontoxilysin activity,molecular_function,GO:0033264,molecular_function,,Unknown,
543,bradykinin b2 receptor antagonists [moa],molecular_function,,Unknown,C3205594,molecular_function,
544,bradykinin receptor binding,molecular_function,GO:0031711,molecular_function,,Unknown,
545,braf gene mutation,molecular_function,,Unknown,C1511021,molecular_function,
546,braf np_004324.2:p.v600e,molecular_function,,Unknown,C3273990,molecular_function,
547,brain activity,biological_process,,Unknown,C0443158,biological_process,
548,brain development,biological_process,GO:0007420,biological_process,,Unknown,
549,brain edema,biological_process,,Unknown,C1527311,biological_process,
550,brain function,biological_process,,Unknown,C0678908,biological_process,
551,branched-chain amino acid:2-keto-4-methylthiobutyrate aminotransferase activity,molecular_function,GO:0043840,molecular_function,,Unknown,
552,branched-chain-amino-acid transaminase activity,molecular_function,GO:0043840| GO:0004084,molecular_function,,Unknown,
553,branching morphogenesis of an epithelial tube,biological_process,GO:0048754,biological_process,,Unknown,
554,brassinosteroid biosynthetic process,biological_process,GO:0016132,biological_process,,Unknown,
555,brca gene mutation,molecular_function,,Unknown,C5555663,molecular_function,
556,brca1 gene mutation,molecular_function,,Unknown,C1511022,molecular_function,
557,brca2 gene mutation,molecular_function,,Unknown,C1511024,molecular_function,
558,break-induced replication,molecular_function,,Unknown,C3272365,molecular_function,
560,breast cancer,biological_process,,Unknown,,Unknown,hsa05224
561,breast feeding,biological_process,,Unknown,C0006147,biological_process,
563,breeding,biological_process,,Unknown,C0006159,biological_process,
564,bronchoconstriction,biological_process,,Unknown,C0079043,biological_process,
565,bronchoconstrictor effect,biological_process,,Unknown,C3178738,biological_process,
566,bronchodilation,biological_process,,Unknown,C3537072,biological_process,
567,bronchodilator effect,biological_process,,Unknown,C3179385,biological_process,
568,broncholytic effect,biological_process,,Unknown,C3179384,biological_process,
569,bruton's tyrosine kinase inhibitors [moa],molecular_function,,Unknown,C5445068,molecular_function,
571,butyrate biosynthetic process,biological_process,GO:0046358,biological_process,,Unknown,
573,bystander effect,biological_process,,Unknown,C0949629,biological_process,
574,c-15t,molecular_function,,Unknown,C5214627,molecular_function,
575,c-di-gmp signaling,biological_process,GO:0061939,biological_process,,Unknown,
