GENE_ID,GENE_NAME,UMLS_ID,UMLS_NAME,UNIPROT_GENE_NAME,NCBI_GENE_ID
750,tnks1bp1,,,tnks1bp1,
751,klrc1,,,klrc1,
752,akr1d1,,,akr1d1,
753,thyx,,,thyx,
754,fjoh_3169,,,fjoh_3169,
755,ifna13,,,ifna13,
756,piuc,,,piuc,
757,capn9,,,capn9,
758,Hydro-Lyases,C0020239,Hydro-Lyases,,
759,guf1,,,guf1,
760,rpl30,,,rpl30,
761,nop-1,,,nop-1,
762,znf346,,,znf346,
763,trappc2b,,,trappc2b,
764,slc9a7,,,slc9a7,
765,swnh1,,,swnh1,
766,yog1,,,yog1,
767,grpel2,,,grpel2,
768,smal_0990,,,smal_0990,
769,tbgdal_xi4160,,,tbgdal_xi4160,
770,os03g0586800,,,os03g0586800,
771,hb2,,,hb2,
772,ns1,,,ns1,
773,s100a6,,,s100a6,
774,gosr2,,,gosr2,
775,dim-5,,,dim-5,
776,GABA Transporter 3,C0212573,GABA Transporter 3,,
777,traf2,,,traf2,
778,sars2,,,sars2,
779,cspg4,,,cspg4,
780,,,,,13
781,kir2dl5b,,,kir2dl5b,
782,cgr3,,,cgr3,
783,htr3d,,,htr3d,
784,etf1,,,etf1,
785,mt3874,,,mt3874,
786,c1orf21,,,c1orf21,
787,sco1,,,sco1,
788,agtpbp1,,,agtpbp1,
789,foroxymithine,C0060679,foroxymithine,,
790,jmjd6-a,,,jmjd6-a,
791,tssk3,,,tssk3,
792,Proto-Oncogene Proteins c-fyn,C0072475,Proto-Oncogene Proteins c-fyn,,
793,,,,,4827
794,eif4g2,,,eif4g2,
795,mkms_1060,,,mkms_1060,
796,xac2942,,,xac2942,
797,ing1,,,ing1,
798,lsm7,,,lsm7,
799,at1g29470,,,at1g29470,
800,accsl,,,accsl,
801,sgta,,,sgta,
802,fabv,,,fabv,
803,l1cam,,,l1cam,
804,,,,,4877
805,ikbkg,,,ikbkg,
806,mt:coii,,,mt:coii,
807,myca,,,myca,
808,slc22a5,,,slc22a5,
809,ndufs7,,,ndufs7,
810,iii,,,iii,
811,tnfrsf1b,,,tnfrsf1b,
812,orf8,,,orf8,
813,crtap,,,crtap,
814,rnf169,,,rnf169,
815,ccnt2,,,ccnt2,
816,mtcp1,,,mtcp1,
817,sso0977,,,sso0977,
818,eif2ak1,,,eif2ak1,
819,gmeb1,,,gmeb1,
820,us8,,,us8,
821,gnaq,,,gnaq,
822,bn863_21900,,,bn863_21900,
823,bcl2l13,,,bcl2l13,
824,wdfy4,,,wdfy4,
825,ostlu_33128,,,ostlu_33128,
826,hemb2,,,hemb2,
827,hel-s-7,,,hel-s-7,
828,tk1,,,tk1,
829,histidine,C0019602,histidine,,
830,pttg1,,,pttg1,
831,wnt1,,,wnt1,
832,ifna14,,,ifna14,
833,ntnh,,,ntnh,
834,acer2,,,acer2,
835,slc17a5,,,slc17a5,
836,iaah,,,iaah,
837,dclk3,,,dclk3,
838,bab1_0077,,,bab1_0077,
839,NPM1/ALK Fusion Gene,C4551875,NPM1/ALK Fusion Gene,,
840,chml,,,chml,
841,phf19,,,phf19,
842,mt3122,,,mt3122,
843,rab6a,,,rab6a,
844,cgl2226,,,cgl2226,
845,cog6,,,cog6,
846,rps6kl1,,,rps6kl1,
847,otud3,,,otud3,
848,abcc9,,,abcc9,
849,hsd17b14,,,hsd17b14,
850,dcp1b,,,dcp1b,
851,gpr142,,,gpr142,
852,"ATP Binding Cassette Transporter 1| ABCA1 protein, human",C0916204,"ATP Binding Cassette Transporter 1| ABCA1 protein, human",,
853,gatf-c,,,gatf-c,
854,pde11,,,pde11,
855,slc25a5,,,slc25a5,
856,galp,,,galp,
857,pnrc1,,,pnrc1,
858,celd,,,celd,
859,nbza,,,nbza,
860,bpet2704,,,bpet2704,
861,zfand4,,,zfand4,
862,wasl,,,wasl,
863,mt1595,,,mt1595,
864,p3h3,,,p3h3,
865,cdk15,,,cdk15,
866,h3h,,,h3h,
867,igsf8,,,igsf8,
868,mad1l1,,,mad1l1,
869,slc25a22,,,slc25a22,
870,ccdc103,,,ccdc103,
871,sifv0036,,,sifv0036,
872,plcl2,,,plcl2,
873,acyp2,,,acyp2,
874,acot2,,,acot2,
875,dpfga,,,dpfga,
876,hpm1,,,hpm1,
877,,,,,5312
878,"HRAS wt Allele| HRAS protein, human| Proto-Oncogene Proteins p21(ras)",C1705572,"HRAS wt Allele| HRAS protein, human| Proto-Oncogene Proteins p21(ras)",,
879,trxc,,,trxc,
880,map3k1,,,map3k1,
881,ty1b-pr3,,,ty1b-pr3,
882,mav_0301,,,mav_0301,
883,col10a1,,,col10a1,
884,rpa3,,,rpa3,
885,prss50,,,prss50,
886,trim49,,,trim49,
887,rpl7a,,,rpl7a,
888,m2,,,m2,
889,dkfzp686h0575,,,dkfzp686h0575,
890,fgm1,,,fgm1,
891,hla-dqa1,,,hla-dqa1,
892,smarca2,,,smarca2,
893,dmx-nrpks,,,dmx-nrpks,
894,cox7b2,,,cox7b2,
895,cetp,,,cetp,
896,ida4,,,ida4,
897,wnt2b,,,wnt2b,
898,lcsn,,,lcsn,
899,gmcl2,,,gmcl2,
900,anp32a,,,anp32a,
901,atp2a2,,,atp2a2,
902,trp5,,,trp5,
903,apba1,,,apba1,
904,flt1,,,flt1,
905,eful,,,eful,
906,spata31c2,,,spata31c2,
907,limk1,,,limk1,
908,PRAL gene,C4320712,PRAL gene,,
909,impa2,,,impa2,
910,rnpc3,,,rnpc3,
911,slc3a2,,,slc3a2,
912,rpl4a,,,rpl4a,
913,flic,,,flic,
914,d13,,,d13,
915,ldlrad1,,,ldlrad1,
916,Ceruletide,C0006639,Ceruletide,,
917,uqcc6,,,uqcc6,
918,cyc,,,cyc,
919,hla-dqb1,,,hla-dqb1,
920,"Protein Tyrosine Phosphatase, Receptor Type A",C1955994,"Protein Tyrosine Phosphatase, Receptor Type A",,
921,rars2,,,rars2,
922,at3g29680,,,at3g29680,
923,cand1,,,cand1,
924,"soluble guanylyl cyclase| Soluble Guanylate Cyclase, human",C1097411,"soluble guanylyl cyclase| Soluble Guanylate Cyclase, human",,
925,mrpl55,,,mrpl55,
926,lilrb4,,,lilrb4,
927,sec61a1,,,sec61a1,
928,rsu1,,,rsu1,
929,papola,,,papola,
930,bav0690,,,bav0690,
931,uts2,,,uts2,
932,kpna5,,,kpna5,
933,mmar_5323,,,mmar_5323,
934,dscc1,,,dscc1,
935,pkgc,,,pkgc,
936,hel-s-2,,,hel-s-2,
937,uba3,,,uba3,
938,MAPK-ERK Kinases,C0752313,MAPK-ERK Kinases,,
939,f,,,f,
940,rps6ka1,,,rps6ka1,
941,ppp1r9b,,,ppp1r9b,
942,brwd1,,,brwd1,
943,ehi_111740,,,ehi_111740,
944,tnfsf13,,,tnfsf13,
945,plekhg6,,,plekhg6,
946,sirb,,,sirb,
947,npw,,,npw,
948,pank1,,,pank1,
949,ssrp1,,,ssrp1,
950,psmg2,,,psmg2,
951,apma,,,apma,
952,bcl2l11,,,bcl2l11,
953,ervmer34-1,,,ervmer34-1,
954,mgat4a,,,mgat4a,
955,yaco,,,yaco,
956,cd44,,,cd44,
957,ctc,,,ctc,
958,Malate dehydrogenase (decarboxylating),C0065558,Malate dehydrogenase (decarboxylating),,
959,pap450-5,,,pap450-5,
960,elmod1,,,elmod1,
961,aspg,,,aspg,
962,ascd,,,ascd,
963,gprc5d,,,gprc5d,
964,mios,,,mios,
965,socs1,,,socs1,
966,MTC-220,C3658619,MTC-220,,
967,rflna,,,rflna,
968,beta-lactamase TEM-2,C0165021,beta-lactamase TEM-2,,
969,lmo1751,,,lmo1751,
970,cala,,,cala,
971,pxo2-42,,,pxo2-42,
972,ddhd2,,,ddhd2,
973,spbc460.04c,,,spbc460.04c,
974,cftr,,,cftr,
975,an05g00070,,,an05g00070,
976,alca,,,alca,
977,xf_0826,,,xf_0826,
978,edn2,,,edn2,
979,fdps,,,fdps,
980,"Genes, Reporter",C0206414,"Genes, Reporter",,
981,mam1,,,mam1,
982,nagt,,,nagt,
983,arl17b,,,arl17b,
984,sgce,,,sgce,
985,lgals12,,,lgals12,
986,nudt16l1,,,nudt16l1,
987,bq2027_mb2688,,,bq2027_mb2688,
988,bin1,,,bin1,
989,slc66a1,,,slc66a1,
990,ogfrl1,,,ogfrl1,
991,samd8,,,samd8,
992,smd-1,,,smd-1,
993,nup153,,,nup153,
994,gmpr,,,gmpr,
995,arhgap9,,,arhgap9,
996,gdf2,,,gdf2,
997,klk12,,,klk12,
998,naga,,,naga,
999,Xanthine Oxidase| XDH gene,C0043317,Xanthine Oxidase| XDH gene,,
1000,bmpr1a,,,bmpr1a,
1001,sf3b1,,,sf3b1,
1002,"AGTR1 gene| AGTR1 protein, human| SLC33A1 gene| AGTR1 wt Allele",C2743340,"AGTR1 gene| AGTR1 protein, human| SLC33A1 gene| AGTR1 wt Allele",,
1003,pele,,,pele,
1004,hyi,,,hyi,
1005,ba71v-050,,,ba71v-050,
1006,cul5,,,cul5,
1007,mmp2,,,mmp2,
1008,v1g238856,,,v1g238856,
1009,agap012202,,,agap012202,
1010,map3k7ip1,,,map3k7ip1,
1011,lars1,,,lars1,
1012,trmt2b,,,trmt2b,
1013,slc39a13,,,slc39a13,
1014,slc66a2,,,slc66a2,
1015,anc1,,,anc1,
1016,rab3a,,,rab3a,
1017,znf19,,,znf19,
1018,b4galt3,,,b4galt3,
1019,c4orf3,,,c4orf3,
1020,xrcc2,,,xrcc2,
1021,ga20ox1,,,ga20ox1,
1022,h3-i,,,h3-i,
1023,hel-s-164na,,,hel-s-164na,
1024,parg,,,parg,
1025,ne2125,,,ne2125,
1026,nox3,,,nox3,
1027,ing2,,,ing2,
1028,ptpn3,,,ptpn3,
1029,ml1503.1,,,ml1503.1,
1030,glycylglycine,C0017984,glycylglycine,,
1031,dusp8,,,dusp8,
1032,frk,,,frk,
1033,rcvrn,,,rcvrn,
1034,Cystathionine,C0010640,Cystathionine,,
1035,dnmt3l,,,dnmt3l,
1036,pig59,,,pig59,
1037,tlr6,,,tlr6,
1038,fdft1,,,fdft1,
1039,aspartyl-glutamyl-valyl-aspartyl-7-amino-4-trifluoromethylcoumarin,C0759651,aspartyl-glutamyl-valyl-aspartyl-7-amino-4-trifluoromethylcoumarin,,
1040,brsk1,,,brsk1,
1041,kars-1,,,kars-1,
1042,car1,,,car1,
1043,nav3,,,nav3,
1044,set-2,,,set-2,
1045,bad,,,bad,
1046,rnpep,,,rnpep,
1047,ik,,,ik,
1048,osr1,,,osr1,
1049,tgm2,,,tgm2,
1050,or4k15,,,or4k15,
1051,pcc8801_2196,,,pcc8801_2196,
1052,su-2,,,su-2,
1053,Vaccines,C0042210,Vaccines,,
1054,procr,,,procr,
1055,ken-106,,,ken-106,
1056,pgr1,,,pgr1,
1057,ccn5,,,ccn5,
1058,mdfic,,,mdfic,
1059,sce3898,,,sce3898,
1060,,,,,6290
1061,ldl1,,,ldl1,
1062,cert1,,,cert1,
1063,trim47,,,trim47,
1064,mtss1,,,mtss1,
1065,arl5c,,,arl5c,
1066,klrd1,,,klrd1,
1067,gabrg2,,,gabrg2,
1068,"Retinoid X Receptor, human| Retinoid X Receptors",C0140283,"Retinoid X Receptor, human| Retinoid X Receptors",,
1069,csnk1g2,,,csnk1g2,
1070,cimip4,,,cimip4,
1071,"Geranylgeranyl Transferase, human| protein geranylgeranyltransferase",C5441623,"Geranylgeranyl Transferase, human| protein geranylgeranyltransferase",,
1072,TK5,C0599970,TK5,,
1073,ace-1,,,ace-1,
1074,mk0021,,,mk0021,
1075,cdc33,,,cdc33,
1076,smed_3071,,,smed_3071,
1077,mapkapk2,,,mapkapk2,
1078,fanca,,,fanca,
1079,ade8,,,ade8,
1080,erg20,,,erg20,
1081,pa14_53000,,,pa14_53000,
1082,"caspase-8| CASP8 gene| CASP8 protein, human",C0667830,"caspase-8| CASP8 gene| CASP8 protein, human",,
1083,capg,,,capg,
1084,aldh3b1,,,aldh3b1,
1085,hel-s-87p,,,hel-s-87p,
1086,ABCB1 wt Allele| P-Glycoprotein| P-Glycoproteins| ABCB1 gene,C1704939,ABCB1 wt Allele| P-Glycoprotein| P-Glycoproteins| ABCB1 gene,,
1087,top3a,,,top3a,
1088,tgs2,,,tgs2,
1089,pyroxd2,,,pyroxd2,
1090,safb2,,,safb2,
1091,lpcat4,,,lpcat4,
1092,,,,,137529
1093,pshaa2042,,,pshaa2042,
1094,twme,,,twme,
1095,gpr20,,,gpr20,
1096,rh3,,,rh3,
1097,nenf,,,nenf,
1098,ufm1,,,ufm1,
1099,alba,,,alba,
1100,ngr_a01610,,,ngr_a01610,
1101,noxa,,,noxa,
1102,sodium-iodide symporter,C0142963,sodium-iodide symporter,,
1103,tet3,,,tet3,
1104,Calcium-Activated Potassium Channel Subunit Alpha-1| Large-Conductance Calcium-Activated Potassium Channels| KCNMA1 wt Allele| KCNMA1 gene,C3537389,Calcium-Activated Potassium Channel Subunit Alpha-1| Large-Conductance Calcium-Activated Potassium Channels| KCNMA1 wt Allele| KCNMA1 gene,,
1105,eif4ebp1,,,eif4ebp1,
1106,cpp76,,,cpp76,
1107,pdcd5,,,pdcd5,
1108,rbck1,,,rbck1,
1109,Oncogene ETS| ETS1 wt Allele,C1705691,Oncogene ETS| ETS1 wt Allele,,
1110,fkbp14,,,fkbp14,
1111,cyp2a13,,,cyp2a13,
1112,tnp2,,,tnp2,
1113,gamma-Chemokines| Recombinant Gamma Chemokine,C0524932,gamma-Chemokines| Recombinant Gamma Chemokine,,
1114,scaf11,,,scaf11,
1115,pibf1,,,pibf1,
1116,or8a1,,,or8a1,
1117,htr8,,,htr8,
1118,cdip1,,,cdip1,
1119,c5orf53,,,c5orf53,
1120,Histone H3 Lysine 9,C3829684,Histone H3 Lysine 9,,
1121,tpo,,,tpo,
1122,nhlh1,,,nhlh1,
1123,elovl6,,,elovl6,
1124,suds3,,,suds3,
1125,f11r,,,f11r,
1126,tesa,,,tesa,
1127,tab1,,,tab1,
1128,mettl13,,,mettl13,
1129,epha5,,,epha5,
1130,gabrr1,,,gabrr1,
1131,iccc,,,iccc,
1132,or6c76,,,or6c76,
1133,afve,,,afve,
1134,top2mt,,,top2mt,
1135,kcnh3,,,kcnh3,
1136,ndufa12,,,ndufa12,
1137,pla2g4c,,,pla2g4c,
1138,cenpe,,,cenpe,
1139,sucnr1,,,sucnr1,
1140,spaca6,,,spaca6,
1141,ifng1,,,ifng1,
1142,fluprostenol,C0060587,fluprostenol,,
1143,tocilizumab,C1609165,tocilizumab,,
1144,mapk1,,,mapk1,
1145,lrpap1,,,lrpap1,
1146,talabostat,C2002307,talabostat,,
1147,metc,,,metc,
1148,rrad,,,rrad,
1149,tlx1nb,,,tlx1nb,
1150,lztr1,,,lztr1,
1151,shkbp1,,,shkbp1,
1152,brca1,,,brca1,
1153,arl8a,,,arl8a,
1154,styrene oxide hydratase,C0075352,styrene oxide hydratase,,
1155,ywhae,,,ywhae,
1156,nyx,,,nyx,
1157,ta0570,,,ta0570,
1158,drc3,,,drc3,
1159,or52n5,,,or52n5,
1160,h2bc8,,,h2bc8,
1161,Immunoglobulin M| CD40LG wt Allele,C0020861,Immunoglobulin M| CD40LG wt Allele,,
1162,maz,,,maz,
1163,sar0903,,,sar0903,
1164,clic3,,,clic3,
1165,arb_02001,,,arb_02001,
1166,lactb,,,lactb,
1167,bbov_ii004950,,,bbov_ii004950,
1168,,,,,6962
1169,,,,,6965
1170,Glycine max antigen,C1446517,Glycine max antigen,,
1171,znf3,,,znf3,
1172,fgf6a,,,fgf6a,
1173,udp,,,udp,
1174,snapc2,,,snapc2,
1175,cdk7,,,cdk7,
1176,nap1l3,,,nap1l3,
1177,,,,,7012
1178,myd88,,,myd88,
1179,sfta3,,,sfta3,
1180,sftpd,,,sftpd,
1181,"fibrinogen, human",C2587184,"fibrinogen, human",,
1182,mybbp1a,,,mybbp1a,
1183,mrpl11,,,mrpl11,
1184,eif3cl,,,eif3cl,
1185,if1aa9,,,if1aa9,
1186,mupg,,,mupg,
1187,spr0932,,,spr0932,
1188,acetylspermidine deacetylase,C0050539,acetylspermidine deacetylase,,
1189,siglec9,,,siglec9,
1190,aurz,,,aurz,
1191,,,,,7154
1192,ybr096w,,,ybr096w,
1193,cacng4,,,cacng4,
1194,uck2,,,uck2,
1195,"ARID1A wt Allele| ARID1A protein, human",C2985160,"ARID1A wt Allele| ARID1A protein, human",,
1196,mertk,,,mertk,
1197,aat1-gsc,,,aat1-gsc,
1198,,,,,7183
1199,sama_2221,,,sama_2221,
1200,,,,,7190
1201,ahcy-1,,,ahcy-1,
1202,prdx4,,,prdx4,
1203,,,,,7193
1204,IL6 wt Allele,C1704829,IL6 wt Allele,,
1205,CHST3 wt Allele,C3890918,CHST3 wt Allele,,
1206,,,,,7217
1207,,,,,7218
1208,fam120b,,,fam120b,
1209,,,,,7221
1210,luz,,,luz,
1211,acadm,,,acadm,
1212,Interleukin-8B Receptor,C0527994,Interleukin-8B Receptor,,
1213,ogfod2,,,ogfod2,
1214,boa9,,,boa9,
1215,,,,,7237
1216,irx5,,,irx5,
1217,acid_6590,,,acid_6590,
1218,ncoa7,,,ncoa7,
1219,ccdc6,,,ccdc6,
1220,beg,,,beg,
1221,oxa1l,,,oxa1l,
1222,tysnd1,,,tysnd1,
1223,Oncogene ETS| ETS1 wt Allele,C0812380,Oncogene ETS| ETS1 wt Allele,,
1224,prhd,,,prhd,
1225,Tact,C5239612,Tact,,
1226,os10g0113100,,,os10g0113100,
1227,hel-s-273,,,hel-s-273,
1228,fabi,,,fabi,
1229,ctcfl,,,ctcfl,
1230,tmeff2,,,tmeff2,
1231,cmtm7,,,cmtm7,
1232,MIR21 gene,C1537719,MIR21 gene,,
1233,kns2,,,kns2,
1234,TRPC2 gene,C1421169,TRPC2 gene,,
1235,le1,,,le1,
1236,cyp55a1,,,cyp55a1,
1237,ldlr,,,ldlr,
1238,CCI gene,C1861617,CCI gene,,
1239,pfn3,,,pfn3,
1240,pigv,,,pigv,
1241,,,,,7361
1242,ptah,,,ptah,
1243,trmt9b,,,trmt9b,
1244,cd3e,,,cd3e,
1245,aen,,,aen,
1246,aim10,,,aim10,
1247,cd209a,,,cd209a,
1248,ar1,,,ar1,
1249,bsuis_a0085,,,bsuis_a0085,
1250,tedc2,,,tedc2,
1251,tmem50b,,,tmem50b,
1252,gdf10,,,gdf10,
1253,col17a1,,,col17a1,
1254,slco4a1,,,slco4a1,
1255,dcp2,,,dcp2,
1256,sausa300_2462,,,sausa300_2462,
1257,lrrc8a,,,lrrc8a,
1258,wnt2,,,wnt2,
1259,gcom1,,,gcom1,
1260,c1q_01026,,,c1q_01026,
1261,rab7a,,,rab7a,
1262,fgfr2,,,fgfr2,
1263,methyldopa| AMD1P2 gene| AMD1 gene| AMD1 wt Allele,C0025741,methyldopa| AMD1P2 gene| AMD1 gene| AMD1 wt Allele,,
1264,GABA transporter| SLC6A1 gene,C0060919,GABA transporter| SLC6A1 gene,,
1265,glod-4,,,glod-4,
1266,pon3,,,pon3,
1267,crtz,,,crtz,
1268,ssu72,,,ssu72,
1269,naa11,,,naa11,
1270,rbp2,,,rbp2,
1271,gnat2,,,gnat2,
1272,zg16b,,,zg16b,
1273,hear3399,,,hear3399,
1274,murc,,,murc,
1275,ro60,,,ro60,
1276,tmem245,,,tmem245,
1277,lsm1,,,lsm1,
1278,lpin2,,,lpin2,
1279,vrk2,,,vrk2,
1280,lig,,,lig,
1281,map3k7cl,,,map3k7cl,
1282,kir2ds1,,,kir2ds1,
1283,yellow fever vaccine,C0301508,yellow fever vaccine,,
1284,Phytohemagglutinins,C0031858,Phytohemagglutinins,,
1285,cata,,,cata,
1286,"TNFSF10 protein, human| TNFSF10 gene| TNF-related apoptosis-inducing ligand| TNFSF10 wt Allele",C1143949,"TNFSF10 protein, human| TNFSF10 gene| TNF-related apoptosis-inducing ligand| TNFSF10 wt Allele",,
1287,map_3672,,,map_3672,
1288,pg_0664,,,pg_0664,
1289,elspbp1,,,elspbp1,
1290,sik1b,,,sik1b,
1291,krt12,,,krt12,
1292,xyr1,,,xyr1,
1293,methoxyresorufin-O-demethylase,C0171552,methoxyresorufin-O-demethylase,,
1294,exoc,,,exoc,
1295,mjls_0358,,,mjls_0358,
1296,laptm4a,,,laptm4a,
1297,pdc3,,,pdc3,
1298,hrct1,,,hrct1,
1299,hes1,,,hes1,
1300,PHF20 wt Allele,C3810549,PHF20 wt Allele,,
1301,Cyclic AMP-Responsive DNA-Binding Protein| CREB1 gene| CREB1 wt Allele,C0056695,Cyclic AMP-Responsive DNA-Binding Protein| CREB1 gene| CREB1 wt Allele,,
1302,cmad,,,cmad,
1303,estradiol-17 beta-glucuronide,C0059627,estradiol-17 beta-glucuronide,,
1304,eif3i,,,eif3i,
1305,lepd,,,lepd,
1306,man1b1,,,man1b1,
1307,gzmk,,,gzmk,
1308,gpr119,,,gpr119,
1309,Differentiation Antigens,C0003324,Differentiation Antigens,,
1310,mds013,,,mds013,
1311,phip,,,phip,
1312,polr3a,,,polr3a,
1313,bcl7b,,,bcl7b,
1314,threonine,C0040005,threonine,,
1315,reep6,,,reep6,
1316,glutamine,C0017797,glutamine,,
1317,estrogens,C0014939,estrogens,,
1318,fum18,,,fum18,
1319,mettl5,,,mettl5,
1320,rv3399,,,rv3399,
1321,chrm2,,,chrm2,
1322,mdr3,,,mdr3,
1323,fam72d,,,fam72d,
1324,vcm66_1240,,,vcm66_1240,
1325,asr4549,,,asr4549,
1326,Influenza virus vaccine,C0021403,Influenza virus vaccine,,
1327,lwe0160,,,lwe0160,
1328,hxny,,,hxny,
1329,dmxr7,,,dmxr7,
1330,c7orf24,,,c7orf24,
1331,sec11c,,,sec11c,
1332,orf iii,,,orf iii,
1333,alg6,,,alg6,
1334,apva,,,apva,
1335,unc-16,,,unc-16,
1336,his1:cg33825,,,his1:cg33825,
1337,ccl15-ccl14,,,ccl15-ccl14,
1338,xg,,,xg,
1339,dsp,,,dsp,
1340,myf5,,,myf5,
1341,vc_a0827,,,vc_a0827,
1342,pmx,,,pmx,
1343,gtf2h1,,,gtf2h1,
1344,immt,,,immt,
1345,Histone H3 Lysine 28,C3898881,Histone H3 Lysine 28,,
1346,cpeb2,,,cpeb2,
1347,lpar5,,,lpar5,
1348,ncr1,,,ncr1,
1349,gapvd1,,,gapvd1,
1350,or2j2,,,or2j2,
1351,tyk2,,,tyk2,
1352,ntrc,,,ntrc,
1353,h3-3b,,,h3-3b,
1354,ipo5,,,ipo5,
1355,dansyl-glycyl-cysteinyl-valyl-isoleucyl-alanine,C0385162,dansyl-glycyl-cysteinyl-valyl-isoleucyl-alanine,,
1356,gpr21,,,gpr21,
1357,his3,,,his3,
1358,sga56m,,,sga56m,
1359,hspa8,,,hspa8,
1360,kcng2,,,kcng2,
1361,rab43,,,rab43,
1362,gedf,,,gedf,
1363,cca,,,cca,
1364,incenp,,,incenp,
1365,sco3188,,,sco3188,
1366,methyl lexitropsin,C0672092,methyl lexitropsin,,
1367,uqcrfs1,,,uqcrfs1,
1368,dsg1,,,dsg1,
1369,rad51,,,rad51,
1370,,,,,8113
1371,atf1,,,atf1,
1372,paxm,,,paxm,
1373,fabp7,,,fabp7,
1374,prnp,,,prnp,
1375,cntnap1,,,cntnap1,
1376,cacfd1,,,cacfd1,
1377,siglec14,,,siglec14,
1378,dhrs1,,,dhrs1,
1379,igsf6,,,igsf6,
1380,zbp14,,,zbp14,
1381,tspyl2,,,tspyl2,
1382,rnf123,,,rnf123,
1383,rpoz,,,rpoz,
1384,cldn11,,,cldn11,
1385,itln1,,,itln1,
1386,LPA2 Receptor,C0652710,LPA2 Receptor,,
1387,cyp064,,,cyp064,
1388,pap,,,pap,
1389,fy,,,fy,
1390,slc6a18,,,slc6a18,
1391,CTX-M-1,C0378132,CTX-M-1,,
1392,fndc5,,,fndc5,
1393,rcsf,,,rcsf,
1394,,,,,8248
1395,irp2,,,irp2,
1396,pgm3,,,pgm3,
1397,trim3,,,trim3,
1398,pgrmc2,,,pgrmc2,
1399,adss,,,adss,
1400,plcl1,,,plcl1,
1401,TFPI gene| epinephrine,C0014563,TFPI gene| epinephrine,,
1402,ck1,,,ck1,
1403,adgrl1,,,adgrl1,
1404,foxp2,,,foxp2,
1405,dad1,,,dad1,
1406,siat4c,,,siat4c,
1407,bamb_4192,,,bamb_4192,
1408,tas2r60,,,tas2r60,
1409,hbd,,,hbd,
1410,yane,,,yane,
1411,kyotorphin,C0064451,kyotorphin,,
1412,rad21,,,rad21,
1413,ap5z1,,,ap5z1,
1414,bnc1,,,bnc1,
1415,eki1,,,eki1,
1416,ccdc30,,,ccdc30,
1417,spbc21b10.07,,,spbc21b10.07,
1418,dhs-27,,,dhs-27,
1419,lsr,,,lsr,
1420,d,,,d,
1421,psba1,,,psba1,
1422,tri4,,,tri4,
1423,sox6,,,sox6,
1424,chka,,,chka,
1425,btrc,,,btrc,
1426,cnbd1,,,cnbd1,
1427,armgadraft_1018417,,,armgadraft_1018417,
1428,birc5,,,birc5,
1429,prrt1,,,prrt1,
1430,tnik,,,tnik,
1431,mrcb,,,mrcb,
1432,lump,,,lump,
1433,txn,,,txn,
1434,atr7,,,atr7,
1435,"EDNRB wt Allele| EDNRB protein, human| Receptor, Endothelin B| EDNRB gene",C3852390,"EDNRB wt Allele| EDNRB protein, human| Receptor, Endothelin B| EDNRB gene",,
1436,mgg_10668,,,mgg_10668,
1437,EGFR Antibody,C4055105,EGFR Antibody,,
1438,cubn,,,cubn,
1439,ciao2b,,,ciao2b,
1440,mav_1299,,,mav_1299,
1441,dna-s,,,dna-s,
1442,mth_1619,,,mth_1619,
1443,adam30,,,adam30,
1444,ears2,,,ears2,
1445,saa1,,,saa1,
1446,chrna6,,,chrna6,
1447,brd2,,,brd2,
1448,myrf,,,myrf,
1449,syn1,,,syn1,
1450,grin1,,,grin1,
1451,dnajc5b,,,dnajc5b,
1452,rif1,,,rif1,
1453,rbe_1407,,,rbe_1407,
1454,taf5,,,taf5,
1455,gabrb1,,,gabrb1,
1456,,,,,401903
1457,myrb,,,myrb,
1458,bltp1,,,bltp1,
1459,ecel1,,,ecel1,
1460,ngr_a02430,,,ngr_a02430,
1461,DNA-dependent protein kinase| PRKDC gene,C0212694,DNA-dependent protein kinase| PRKDC gene,,
1462,znf586,,,znf586,
1463,abl2,,,abl2,
1464,rhov,,,rhov,
1465,acot4,,,acot4,
1466,slc22a10,,,slc22a10,
1467,pfe1050w,,,pfe1050w,
1468,bq2027_mb3816c,,,bq2027_mb3816c,
1469,fyn,,,fyn,
1470,adgrb2,,,adgrb2,
1471,asphd1,,,asphd1,
1472,plb1,,,plb1,
1473,h4b,,,h4b,
1474,fancf,,,fancf,
1475,astd,,,astd,
1476,High Density Lipoproteins| HSD11B1 wt Allele| CSF1R wt Allele,C0023821,High Density Lipoproteins| HSD11B1 wt Allele| CSF1R wt Allele,,
1477,fli1,,,fli1,
1478,iiv6-235l,,,iiv6-235l,
1479,Cathepsins,C0007428,Cathepsins,,
1480,atu2496,,,atu2496,
1481,atay,,,atay,
1482,mtd,,,mtd,
1483,,,,,8847
1484,sdc4,,,sdc4,
1485,pik3r2,,,pik3r2,
1486,slc25a18,,,slc25a18,
1487,med25,,,med25,
1488,lhpp,,,lhpp,
1489,mapkap1,,,mapkap1,
1490,ycgj,,,ycgj,
1491,sarcosine,C0036228,sarcosine,,
1492,gip1,,,gip1,
1493,rbbp5,,,rbbp5,
1494,sgsm3,,,sgsm3,
1495,paip2,,,paip2,
1496,aspartyl-glutamyl-valyl-aspartyl-p-nitroanilide,C1259541,aspartyl-glutamyl-valyl-aspartyl-p-nitroanilide,,
1497,crbn,,,crbn,
1498,mafb,,,mafb,
1499,bage,,,bage,
